ascore,category,description,ein,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,fscore,leader,leader_comp,leader_comp_p,motto,name,tot_rev,score,state,subcategory,size,program_exp,fund_exp,admin_exp
100.0,International,"Kinship United is dedicated to the rescue of orphans and widows through third world church planting and orphan outreach. Kinship United offers a fresh, dynamic approach to confront the world orphan crisis, through establishing and supporting church-based Family Homes. Every home shares a building with the local Christian church. The orphan children live on the top level with the caregivers, while the ground level is where the church and community meet. The homes provide beneficial, nurturing, holistic care to parentless infants, children, and adolescents. Kinship United operates homes in Kenya, Burkina Faso, Cambodia, India, Indonesia, Thailand and Uganda.",36-4395095,4086912.0,0.039,0.06,0.065,0.894,85.0,Craig Muller,115500.0,0.0282,"Formally Warm Blankets Orphan Care. Restoring childhoods in Christ, caring for orphans and widows worldwide.",Kinship United,3794256.0,89.39,IL,Development and Relief Services,mid,3653699.328,265649.28,159389.568
61.0,International,"Founded in 1993, Kingsway Charities is a faith-based, Christian organization improving the lives of the sick and suffering worldwide by providing life-sustaining resources so they will know Gods love and compassion. They provide much needed medicine and medical supplies to medical missionaries working in third world and developing countries where poverty and suffering are rampant. Their primary focus is International Medical Mission, a ministry that warehouses medications and medical supplies donated from pharmaceutical companies. These donations are then shipped to qualified medical mission teams serving the poor.",54-1668650,67067697.0,0.003,0.01,0.001,0.996,90.0,James Gregory,0.0,0.0,Solutions for suffering,Kingsway Charities,61022304.0,71.53,VA,Humanitarian Relief Supplies,big,66799426.212,67067.697,201203.09100000001
100.0,Human Services,"King's Home seeks to serve and glorify God by providing Christ-centered homes and services in which compassion and competence combine to meet the needs of women, children and families escaping domestic violence and other abusive conditions.",63-0760276,5709261.0,0.073,0.26,0.08800000000000001,0.838,89.64,Lew Burdette,207019.0,0.0362,Where hope lives,King's Home,6057887.0,92.67,AL,Children's and Family Services,mid,4784360.717999999,502414.96800000005,416776.05299999996
100.0,Religion,"Kingdom Workers spreads the Gospel by mobilizing Christians to create locally sustainable ministries addressing spiritual and physical needs in communities around the world. Kingdom Workers mission is to share the gospel of Jesus Christ with all people: by working with individual members, ministries, congregations, and church bodies in doctrinal fellowship with the Wisconsin Evangelical Lutheran Synod; in cooperation and collaboration with the Wisconsin Evangelical Lutheran Synod mission divisions, by heightening awareness among individual members and congregations regarding mission and outreach ministry needs and opportunities, by coordinating lay efforts and volunteer efforts in mission fields, and by promoting and providing support for ministry projects in which Kingdom Workers is a partner.",39-1656073,2650173.0,0.161,0.15,0.153,0.685,82.78,William Meier,91124.0,0.034300000000000004,"Working together, Sharing the Gospel",Kingdom Workers,2888278.0,87.82,WI,Religious Activities,small,1815368.5050000001,405476.469,426677.853
85.0,Human Services,"The mission of the King Street Center is to promote personal and social wellness through educational, recreational, and social programs. King Street Center serves over 500 children and families each year. Programs include an accredited preschool for 3-5 year-olds; an afterschool program for children in grades K through 5; Teen Futures, our innovative program for middle and high school students; an evening drop-in program for teens; several mentoring programs for children of all ages; and much more. In partnership with Vermont Adult Learning, we also provide English Language instruction several mornings a week for the many new arrivals to the community.",23-7236312,1454291.0,0.086,0.17,0.114,0.799,93.54,Victoria Smith,66679.0,0.0458,Embracing the fundamental belief in all children,King Street Center,1541269.0,88.45,VT,Children's and Family Services,small,1161978.509,165789.174,125069.02599999998
77.0,"Arts, Culture, Humanities","The mission of the King Arts Complex is to preserve, celebrate and teach the cultural and historic heritage of African Americans and the African American experience while developing greater understanding and harmony among all people through exhibits, the performing arts and educational youth programs.",23-7065803,1265767.0,0.05,0.04,0.049,0.9,85.0,Demetries Neely,107120.0,0.08460000000000001,The Soul of the City,The King Arts Complex,1514898.0,80.58,OH,Museums,small,1139190.3,62022.583000000006,63288.350000000006
93.0,International,"KinderUSA was founded in 2002 by a group of American physicians and humanitarian relief workers. KinderUSA is an acronym for Kids in Need of Development, Education, and Relief that strives to develop creative solutions to long-standing problems believing that all children are entitled to their inherent rights of survival, health, shelter and education. KinderUSA puts into action programs to ensure these rights are not forgotten. KinderUSA is committed to helping children in need wherever the call may come from across the globe, as guided by our donors. Currently, our work is focused on the children in the West Bank, Gaza and the Palestinian refugees living in refugee camps in Lebanon.",75-2999028,869113.0,0.036000000000000004,0.14,0.133,0.83,87.85,Dalell Mohmed,105534.0,0.12140000000000001,Together we can make a difference in the life of a child,KinderUSA,874085.0,90.08,TX,Development and Relief Services,small,721363.7899999999,115592.02900000001,31288.068000000003
81.0,Human Services,"Kimberly Home is a non-denominational pregnancy resource center that offers assistance to women in unplanned or troubling pregnancies. Opened in 1983, we provide a host of services including counseling, material assistance, infant and toddler daycare, and transitional housing as well as referrals to the resources throughout the community. For 25 years, we have been assisting women in making healthy and positive choices for themselves and their babies. All of our services are provided on a confidential basis.",59-2077208,1606722.0,0.077,0.03,0.012,0.91,89.63,Kathleen Kelly,67878.0,0.042199999999999994,"A center of new life and hope for the hearts of women, children and families",Kimberly Home Pregnancy Resource Center,1704097.0,84.69,FL,Children's and Family Services,small,1462117.02,19280.664,123717.594
67.0,Health,"In 1972 in order to fund dedicated and ongoing research on diabetes and related vascular diseases through private sources, St. Louis physician researchers, Drs. Charles Kilo and Joseph R. Williamson founded the Kilo Diabetes & Vascular Research Foundation. The overall research objective is to understand how diabetes affects the body and to develop medications and interventions to prevent vascular damage and diabetes-induced complications of blindness, heart attacks, strokes, nerve damage and kidney failure. This research has important implications for non-diabetics as well since we have discovered great similarities between the vascular damage caused by diabetes and damage to arteries and blood vessels that leads to heart attacks and strokes in non-diabetics.",23-7152540,332850.0,0.19899999999999998,0.01,0.001,0.7979999999999999,86.01,Charles Kilo,120000.0,0.3605,Working together to find a cure,Kilo Diabetes & Vascular Research Foundation,655297.0,74.65,MO,"Diseases, Disorders, and Disciplines",small,265614.3,332.85,66237.15
63.0,Education,"KIK Kentfield Schools Foundation was created to supplement the District's budget to ensure our kids receive the best possible education regardless of how our schools are funded. As it stands our schools are community funded. The old-fashioned State-pays-for-everything public school has disappeared. This means that parents, family members, business partners and other community members fund the education our children receive at Bacich and Kent. Nearly half of the California school districts have created foundations to provide additional funding for their schools and our district is no exception in this area. In fact, your support and other community members' generosity provides nearly a tenth of our district's budget dollars.",94-2665683,1406607.0,0.067,0.07,0.08,0.852,92.25,Laurie Treganowen,81400.0,0.057800000000000004,Kentfield invests in kids,KIK Kentfield Schools Foundation,1626516.0,73.26,CA,Scholarship and Financial Support,small,1198429.1639999999,112528.56,94242.66900000001
100.0,Human Services,"KidWorks was founded in 1993 in an apartment on Townsend St. as a summer club to keep students off the street. Today, KidWorks serves over 800 children, youth, and parents through weekly programs and over 4,000 community members annually at four learning centers in central Santa Ana. We are developing leaders who want to make a difference in their community. Our vision is to transform challenged neighborhoods in central Santa Ana by building on the strengths and potential in the community through education, character formation, and personal development.",74-3081569,2790670.0,0.073,0.1,0.134,0.792,83.34,David Benavides,99672.0,0.035699999999999996,Restoring at risk neighborhoods one life at a time,Kidworks,2861980.0,88.21,CA,Children's and Family Services,small,2210210.64,373949.78,203718.90999999997
100.0,Human Services,"KidsTLC is one of Kansas City's largest organizations providing children with a continuum of care through innovative and successful psychiatric treatment, community outreach, outpatient behavioral health, autism and wellness programs. Services are focused on evidence-based therapies and trauma-informed care, with a strong emphasis on family wellness and preserving the family unit. KidsTLC continues to respond to the growing needs of children in the Kansas City Metro area by adding critically needed services that fill community gaps and alleviate wait times for families to receive care.",48-0774593,15838117.0,0.077,0.35,0.045,0.877,87.5,Gordon Docking,205246.0,0.0129,Transforming Lives in Our Community,KidsTLC,15578853.0,91.16,KS,"Youth Development, Shelter, and Crisis Services",big,13890028.609,712715.265,1219535.009
96.0,"Arts, Culture, Humanities","The mission of Kidspace Children's Museum is to nurture the potential of all children through kid-driven experiences, inspiring them to become joyful, active learners. In 1979, Kidspace Children's Museum was launched to address a critical educational need in the San Gabriel Valley: increased access to the arts, humanities and sciences for children. Serving over 365,000 guests each year, Kidspace is a unique children's museum that features more than 40 hands-on exhibits, programs, and monthly events on almost 3.5 acres of indoor and outdoor space. Kidspace encourages a child's growth and development through explorations of natural environments, investigations in science, and artistic forms of expression that captivate the inquisitive and growing minds of children ages 1 to 10.",95-3501213,5636442.0,0.09300000000000001,0.29,0.083,0.8220000000000001,94.15,Michael Shanklin,175006.0,0.031,"Inspiring children to become joyful, active learners.",Kidspace Children's Museum,4658687.0,94.98,CA,Museums,mid,4633155.324,467824.68600000005,524189.1060000001
100.0,International,"Kidsave moves older children out of orphanages and foster care and into permanent, loving families. Kidsave gives older kids in US foster care and foreign orphanages the opportunity to visit with families and build relationships. We work as a catalyst for change, training social workers, orphanage workers and volunteers to help kids find permanent families, and change practices, laws and public financing to increase permanent family care for orphans and youth in foster care. Since 1999 Kidsave has served more than 11,700 children, who have found parents and lasting connections with adults because of our programs. Thousands more orphans and children in foster care around the globe have parents and lasting connections because of our training and advocacy efforts.",91-1887623,1812547.0,0.10099999999999999,0.03,0.039,0.858,91.22,Randi Thompson,143000.0,0.0788,Because every child needs a family,Kidsave,2092139.0,93.79,CA,Development and Relief Services,small,1555165.326,70689.333,183067.24699999997
96.0,Education,"Founded in 1995, Kids In Need Foundation works to ensure that every child is prepared to learn and succeed by providing free school supplies nationally to students most in need. The mission is achieved by providing free school supplies to students and teachers through the Kids In Need National Network of Resource Centers, awarding grants to teachers for innovative classroom projects through the Kids In Need Teacher Grants program, developing community school supplies giveaway programs through the School Ready Supplies program, and equipping students to go back to school after a natural disaster through the Second Responder program.",82-1078462,133771363.0,0.001,0.01,0.004,0.993,90.0,David Smith,170276.0,0.0012,School Supplies.  Changing Lives.,Kids In Need Foundation,133561209.0,92.38,OH,Youth Education Programs and Services,big,132834963.459,535085.452,133771.363
100.0,Human Services,"The mission of Kids In Crisis (KIC) is to ensure the well-being of children through vital 24 hour services. To this end, KIC provides free, round-the-clock crisis intervention, counseling, and emergency shelter, prevention programs in local communities, and advocacy throughout Connecticut. Since inception, KIC has provided critical social services to over 148,000 children and their families. The goals of KIC are: 1.To ensure that children/youth referred to Kids in Crisis receive immediate intervention and outreach counseling, shelter & aftercare services most appropriate to their needs; 2.To maintain a strong community presence by providing prevention & outreach services that give children, youth, and the adults with whom they interact the information and skills needed to reduce the likelihood of abuse and to identify problems before they are in crisis; and 3.To take a leadership role in identifying and advocating for the needs of children & youth at risk in CT.",06-1027885,4367989.0,0.053,0.14,0.11,0.836,85.01,Shari L. Shapiro,206614.0,0.0473,"Free, round-the-clock help for children, teens and parents","Kids In Crisis, Inc.",4368797.0,89.4,CT,"Youth Development, Shelter, and Crisis Services",mid,3651638.804,480478.79,231503.417
81.0,Human Services,"Established in 1999, Kids House of Seminole is an independent, non-profit, accredited Children's Advocacy Center dedicated to providing a child friendly, non-threatening environment for child victims of abuse. The unique comprehensive multi-disciplinary approach brings all necessary services under one roof and provides prompt comprehensive care ultimately reducing fear and trauma to children. What began as a grassroots effort to guardian children as they went through the process of abuse report and treatment has become the best system for saving child abuse victims from further and debilitating harm leading to breaking the cycle of abuse. Today, Kids House with 28 employees and over 300 volunteers is the community single point of contact for child victims of sexual, physical and psychological abuse, neglect or witness to severe domestic violence.",59-3415005,1716211.0,0.10400000000000001,0.02,0.026000000000000002,0.868,87.78,Ernest Hamilton,88000.0,0.0512,In Partnership Protecting Our Children,"Kids House of Seminole, Inc.",1560909.0,84.02,FL,Children's and Family Services,small,1489671.148,44621.486000000004,178485.94400000002
96.0,Human Services,"KIDS HOPE USA (KHUSA) offers churches and schools a model to meet the emotional, social and academic needs of children. KHUSA programs create one-on-one mentoring relationships between adult church members, willing to give a little time and a lot of love, and at-risk elementary schoolchildren in their community who desperately need loving, caring adults in their lives. Utilizing the existing structures of churches and elementary schools as the framework for these programs, KIDS HOPE USA creates successful, sustainable and life-changing church-school partnerships.",38-3624308,2079753.0,0.132,0.12,0.13,0.736,84.17,David Staal,156752.0,0.0753,One child. One hour. One church. One school.,KIDS HOPE USA,1114821.0,88.45,MI,"Youth Development, Shelter, and Crisis Services",small,1530698.2079999999,270367.89,274527.396
85.0,Human Services,"The mission of the Wisconsin Council on Children and Families, WCCF or the Council, is to ensure that every child in Wisconsin grows up in a just and nurturing family and community. The Wisconsin Council on Children and Families was established in 1881 as the Wisconsin Conference on Charities and Corrections. For well over a century, the organization has focused on improving conditions for families and children through policy change, expanded public investments and public education that lead to improvements in outcomes and practices in the delivery of publicly funded health care, education, workforce development and social services.",39-0806301,1716644.0,0.068,0.02,0.024,0.9059999999999999,86.88,Ken Taylor,108865.0,0.0634,Raising voices to make every kid count,Kids Forward,2091149.0,85.9,WI,Children's and Family Services,small,1555279.464,41199.456,116731.792
93.0,Human Services,"Kids' Food Basket is a force for ""Attacking Childhood Hunger."" Our mission is to ensure children in our community do not go to bed hungry. We began over ten years ago by serving 125 kids each school day through our Sack Supper program and now serve nearly 6,000 kids each day in greater Grand Rapids and Muskegon. Sack Suppers are evening meals that provide a well-rounded nutritious meal, nutrition that's critical to the development of kids' brains and bodies.",04-3760991,3601774.0,0.141,0.1,0.146,0.7120000000000001,88.35,Bridget Clark Whitney,114095.0,0.0316,Attacking Childhood Hunger,Kids' Food Basket,7366434.0,90.38,MI,Social Services,mid,2564463.0880000005,525859.004,507850.13399999996
89.0,Human Services,"Founded in 1994 by the community, KIDS Center works together with law enforcement, medical providers and social service agencies to create a supportive response to child abuse through a multi-disciplinary team approach. We serve Deschutes, Crook and Jefferson county along with the Warm Springs Reservation at our Bend center. We are a medical model child advocacy center providing evaluation and treatment services to children of abuse. We also provide prevention programs and support for families who are coming to terms with what has happened.",94-3169200,1801660.0,0.061,0.09,0.065,0.872,95.0,Shelly Smith,111401.0,0.061799999999999994,A child abuse intervention center,KIDS Center,1975265.0,91.45,OR,Children's and Family Services,small,1571047.52,117107.90000000001,109901.26
100.0,International,"Kids Around the World was founded in 1994 to provide safe play equipment for children that found themselves in situations where it was difficult to just be a kid. Kids Around the World is a faith-based organization that believes many children around the world have lost the hope and joy they should experience as a result of war, natural disasters, and economic stress. We want to restore that hope with the power of play, by building playgrounds. In 2003, we became affiliated with Campus Crusade for Christ and partner directly with The JESUS Film. Kids Around The World trains and equips churches and Sunday School teachers around the world to visually share the truths of the Bible to the children in their communities.",36-4007250,4821524.0,0.048,0.04,0.045,0.905,95.0,James Rosene,40119.0,0.0083,"Building playgrounds, building hope",Kids Around the World,4838042.0,96.46,IL,Development and Relief Services,mid,4363479.22,216968.58,231433.152
100.0,International,"Kids Alive International is a Christian faith mission dedicated to rescuing orphans and vulnerable children - meeting their spiritual, physical, educational, and emotional needs - raising them to be contributing members of their society and witnesses to their family and community. Founded in 1916, Kids Alive International began providing homes for homeless children. Since that time, Kids Alive has expanded to include not only children's homes but also care centers and schools. These programs provide orphans and abandoned children with an education, clothing, food, medical care (in some cases), and most importantly, the love of Christ.",31-1140515,11481507.0,0.077,0.06,0.071,0.85,100.0,Matthew Parker,120280.0,0.0104,Dedicated to rescuing kids around the world,Kids Alive International,11953709.0,100.0,IN,Development and Relief Services,mid,9759280.95,815186.997,884076.039
93.0,Human Services,"Kids Across America (KAA) builds Christian leaders by encouraging, equipping, and empowering urban youth and their mentors through",43-1348373,5528517.0,0.055,0.2,0.156,0.7879999999999999,78.22,Bruce Morgan,81437.0,0.0147,Transforming Urban America since 1991,Kids Across America Foundation,6225204.0,83.82,MO,"Youth Development, Shelter, and Crisis Services",mid,4356471.396,862448.652,304068.435
100.0,Health,"Founded in 1990, the Kidney Cancer Association (KCA) is a charitable organization made up of patients, family members, physicians, researchers, and other health professionals globally. We fund, promote, and collaborate with the National Cancer Institute, American Society for Clinical Oncology, American Urological Association, and other institutions on research projects. We educate families and physicians, and serve as an advocate on behalf of patients at the state and federal levels. We encourage both private and public sector institutions to do more research on kidney cancer, and we help researchers in academic medical centers, government, and industry with money and information.",36-3719712,1693437.0,0.053,0.03,0.06,0.885,96.41,Carolyn Konosky,154233.0,0.091,We're here to help,Kidney Cancer Association,3547423.0,97.46,IL,"Diseases, Disorders, and Disciplines",small,1498691.745,101606.22,89752.161
62.0,Health,"Founded in 1953, the Kidney & Urology Foundation of America (KUFA) is a national organization dedicated to helping people with kidney and urologic diseases and individuals waiting for organ and tissue transplants. KUFA focuses on care and support of the patient, the concerns of those at risk, education for the community and medical professionals, methods of prevention, and improved treatment options. In the last decade, over $10 million in clinical and basic research grants have been provided to more than 20 major medical institutions throughout the country. This funding is critical to improving the diagnosis, evaluation, treatment and care of childhood and adult kidney and urologic diseases.",13-1777413,296992.0,0.209,0.22,0.261,0.529,58.32,This organization did not report a CEO,,,"Helping the kidney, urology, and transplant communities - one individual at a time",Kidney & Urology Foundation of America,478945.0,60.11,NJ,"Diseases, Disorders, and Disciplines",small,157108.768,77514.912,62071.327999999994
93.0,Education,"Kiddo! is made up of parents, teachers, business people, and active members of the community who, since 1982, have raised over $30 million to supplement our limited school budgets. We currently provide funding for a wealth of vital programs - including art, music, drama, poetry, dance, technology, and physical education - available to every child in our K-8 schools. Currently, the Mill Valley School District faces a difficult financial environment, with limited state and federal funding available to public schools. As the MVSD's main fundraising organization, Kiddo! is committed to raising the additional funds necessary to protect the quality education over 3,000 Mill Valley students receive.",94-2848305,3335426.0,0.08199999999999999,0.02,0.021,0.8959999999999999,89.61,Bill Lampl,103971.0,0.0311,Supporting quality educational programs for each child in the Mill Valley School District,Kiddo,3185713.0,91.14,CA,Scholarship and Financial Support,small,2988541.6959999995,70043.94600000001,273504.932
89.0,Health,"Kid One Transport was founded in 1997 by a young firefighter from Hoover, AL: Russell Jackson. For Kid One, the mission is simple: transport children and expectant mothers to necessary health care services. Kid One has been fulfilling this mission as the only 501 (c) (3) nonprofit of its kind in the state of Alabama and one of only a handful of nonprofit transportation providers targeting children in the U.S. We are an organization committed to removing transportation as a barrier to quality health care throughout the state of Alabama. From our drivers to our fundraisers, we work daily to ensure that the most vulnerable and needy among us are not abandoned due to their circumstances.",63-1165579,1248673.0,0.092,0.17,0.12,0.787,78.2,Holdbrooks Matthew,137306.0,0.1099,Transporting children to better health,Kid One Transport,1308675.0,82.73,AL,Patient and Family Support,small,982705.6510000001,149840.75999999998,114877.916
85.0,Human Services,"Within every child is the power to dream more, learn more, do more, and become more. Following in the vision of our founder Chuck Norris, we believe that power can be unlocked through the martial arts. Kickstart Kids teaches character through karate to empower youth with core values, such as discipline and respect, to achieve their greatest potential. Black belt instructors deliver daily in-school lessons that create a positive impact on students, their families, schools, and communities. Since its inception in 1992, more than 95,000 youth have benefited from this one-of-a-kind, life-changing program.",52-1706526,5641072.0,0.09300000000000001,0.33,0.10400000000000001,0.8009999999999999,78.6,This organization did not report a CEO,,,Character through Karate,Kickstart Kids,5641192.0,81.52,TX,"Youth Development, Shelter, and Crisis Services",mid,4518498.671999999,586671.488,524619.6960000001
100.0,International,"Founded in Kenya in 1991, KickStart International's mission is to help millions of people out of poverty. We promote sustainable economic growth and employment creation in Kenya and other countries. We develop and promote technologies that can be used by dynamic entrepreneurs to establish and run profitable small scale enterprises. KickStart believes that self-motivated private entrepreneurs managing small-scale enterprises can play a dynamic role in the economies of developing countries. In addition to promoting small enterprise development, KickStart's technologies, expertise, and methods are widely applied throughout Africa to support programs in agriculture, shelter, water, sanitation, health, and relief.",06-1613235,6397358.0,0.049,0.06,0.034,0.915,77.5,Martin Fisher,135425.0,0.021099999999999997,A systematic approach to the end of poverty,KickStart International,4569265.0,84.09,CA,Development and Relief Services,mid,5853582.57,217510.17200000002,313470.542
81.0,Religion,"The Khyentse Foundation is a collaborative effort of students, friends, volunteers and sponsors around the world. We are engaged in an international campaign to provide the necessary resources, capital, manpower and knowledge to fund or seed a number of priority projects envisioned by Khyentse Rinpoche to support the community of dharma students and practitioners worldwide.",91-2167303,2419910.0,0.061,0.01,0.021,0.9159999999999999,100.0,This organization did not report a CEO,,,Because Buddha's wisdom and compassion benefit all,Khyentse Foundation,29073592.0,86.56,CA,Religious Activities,small,2216637.5599999996,50818.11,147614.51
89.0,Education,"Khan Academy works to provide a free, world-class education for anyone, anywhere. Khan Academy offers practice exercises, instructional videos, and a personalized learning dashboard that empower learners to study at their own pace in and outside of the classroom. We tackle math, science, computer programming, history, art history, economics, and more. Our math missions guide learners from kindergarten to calculus using state-of-the-art, adaptive technology that identifies strengths and learning gaps. We've also partnered with institutions like NASA, The Museum of Modern Art, The California Academy of Sciences, and MIT to offer specialized content.",26-1544963,37495508.0,0.092,0.03,0.04,0.866,97.5,Salman Khan,785000.0,0.0209,You can learn anything. For free. For everyone. Forever.,Khan Academy,52809375.0,92.02,CA,Youth Education Programs and Services,big,32471109.928,1499820.32,3449586.736
89.0,Research and Public Policy,Keystone Policy Center inspires leaders to rise about entrenched positions to reach common higher ground.,84-0688506,3705939.0,0.18899999999999997,0.3,0.087,0.723,71.06,Christine Scanlan,194909.0,0.0525,"Action-oriented, sustainable solutions to complex energy, environmental, and public health issues.",Keystone Policy Center,3514912.0,78.1,CO,Social and Public Policy Research,mid,2679393.897,322416.69299999997,700422.4709999999
96.0,Human Services,"Keystone Community Services is a community-based human service organization in St. Paul, Minnesota, offering a variety of human service programs for all ages at multiple sites. Our programs include three foodshelves and emergency assistance; a comprehensive Seniors Program that provides Meals on Wheels, peer counseling and programs for active seniors; case management for seniors, the disabled and at-risk families; a support program for Hmong youth and their families; and Youth Express, an employment and youth development program that operates two social enterprises - Express Bike Shop and Express Yourself Clothing.",41-0693924,5341059.0,0.159,0.08,0.042,0.797,88.48,Mary McKeown,107000.0,0.02,Connecting our community,Keystone Community Services,5509325.0,91.37,MN,Social Services,mid,4256824.023,224324.478,849228.381
93.0,Religion,Igniting a passion for Christ in kids and their families.,38-1675000,1072670.0,0.18899999999999997,0.15,0.14,0.67,78.11,Greg Yoder,62678.0,0.0584,Because Kids Need Christ,Keys for Kids Ministries,1102742.0,83.74,MI,Religious Media and Broadcasting,small,718688.9,150173.80000000002,202734.62999999998
97.0,Human and Civil Rights,Keshet works for the full equality of all LGBTQ Jews and our families in Jewish life. We strengthen Jewish communities. We equip Jewish organizations with the skills and knowledge to build LGBTQ-affirming communities; create spaces in which all queer Jewish youth feel seen and valued; and advance LGBTQ rights nationwide.,48-1278664,2340039.0,0.095,0.14,0.146,0.757,92.34,Idit Klein,175000.0,0.0747,For LGBTQ equality in Jewish life,Keshet,2658787.0,94.18,MA,Advocacy and Education,small,1771409.523,341645.69399999996,222303.70500000002
97.0,Human Services,"Keren Or (Hebrew for ray of light), located in Jerusalem, is the only center of its kind in the world under Jewish auspices devoted exclusively to the care and rehabilitation of blind and low vision children who are also either physically or mentally disabled. Our state-of-the-art facilities, dedicated staff, and individualized therapy programs allow each of our over 100 students to reach his or her maximum potential. Keren Or is a model for similar institutions for the blind and disabled around the world.",13-5655186,2479275.0,0.062,0.06,0.065,0.872,90.0,Elizabeth Dembrowsky,148752.0,0.0599,Jerusalem Center for Blind Children with Multiple Disabilities,Keren Or,3188680.0,92.61,NY,Social Services,small,2161927.8,161152.875,153715.05
96.0,"Arts, Culture, Humanities","KERA 13 and KERA 90.1 are the public radio and television stations for North Texas, touching the lives of 2.5 million people every week via television, radio and the Internet. Serving our local communities with thought-provoking, award-winning television and radio programs that offer insights and serve as an outlet for a diversity of voices is our top priority. We produce over 1,000 hours of original local radio programming, and high-definition television content including weekly programs and quarterly documentaries that focus on issues important to our region and our state. One of the key parts of our mission is to touch the lives of people throughout the communities we serve. At KERA, we realize that a big part of our work happens off the air. This includes extensive work with schools and teaching organizations throughout North Texas.",75-2084961,23975652.0,0.179,0.18,0.184,0.636,85.62,Mary Anne Alhadeff,505883.0,0.021,Public television and radio for North Texas,KERA,24362079.0,89.44,TX,Public Broadcasting and Media,big,15248514.672,4411519.968,4291641.708
100.0,Human Services,Kentucky Youth Advocates is the independent voice for Kentucky kids. We advocate for policies that give children the best possible opportunities for a brighter future and are making Kentucky the best place in America to be young.,61-0929390,2116135.0,0.149,0.09,0.066,0.7829999999999999,93.08,Terry Brooks,232692.0,0.1099,The independent voice of Kentucky kids,Kentucky Youth Advocates,2577295.0,95.1,KY,Children's and Family Services,small,1656933.7049999998,139664.91,315304.115
92.0,Human Services,"Founded in 1871, the Kentucky United Methodist Homes for Children and Youth has a vision to be a Christ-centered ministry of hope for the healing and wholeness of children and families. They strive to demonstrate God's creating and renewing roles in this world by recognizing the unique value and worth of each person, offering a continuum of services to meet the unique and changing needs of children and families, emphasizing the positive benefits of reconciliation and restitution in all persons, treating each person with respect, being an agency of the United Methodist Church and forming partnerships with the state of Kentucky and other appropriate agencies and institutions to serve children and families.",61-0458375,6698802.0,0.14400000000000002,0.06,0.069,0.7859999999999999,89.75,Randall Coy,103376.0,0.0154,Serving children & youth since 1871,The Kentucky United Methodist Homes for Children & Youth,12681927.0,90.8,KY,Children's and Family Services,mid,5265258.3719999995,462217.33800000005,964627.4880000001
92.0,"Arts, Culture, Humanities","The Kentucky Opera aims to give performance of operas and operettas of all types and to perform all acts and functions necessary or desirable in connection with the training and development of competent young performers in the field of opera. The company is committed to increasing its young audience through the development of several educational initiatives designed to make opera more accessible. Meeting tremendous success in its inaugural year, Kentucky Opera launched the Music! Words! Opera! program in Kentucky and Southern Indiana in May of 2000. Developed by OPERA America, the yearlong program trains teams of teachers to facilitate students to create their very own opera. With help from teachers, local artists and musicians and Kentucky Opera professionals, the students compose music, write librettos, design sets and costumes and perform their opera in front of a live audience.",61-6013111,2076356.0,0.141,0.1,0.111,0.747,79.55,Ian Derrer,84558.0,0.0407,Aims to give performance of operas and operettas of all types,Kentucky Opera,2082498.0,84.47,KY,Performing Arts,small,1551037.932,230475.516,292766.196
77.0,"Arts, Culture, Humanities","The Kentucky Museum of Art and Craft (KMAC) was founded in 1981 to promote and support art and craft excellence in Kentucky. Each year, programs benefit over 90,000 children and adults from Louisville and beyond. We have had visitors from every state and six continents. The Education Center also provides special needs workshops, summer art camps, community center programs, school partnership workshops, Girl Scout workshops, child, teen and adult workshops, and craft artist demonstrations. Kentucky, regional and national artists are featured in over 12 exhibitions per year and a Permanent Collection Gallery. Hundreds of Kentucky artists are represented in the Gallery Shop.",61-0985312,1163320.0,0.081,0.12,0.18600000000000003,0.732,84.53,Aldy Miliken,95000.0,0.0816,Promoting and supporting art and craft excellence in Kentucky,Kentucky Museum of Art and Craft,33461.0,80.39,KY,Museums,small,851550.24,216377.52000000002,94228.92
96.0,Animals,"The Kentucky Humane Society (KHS) is a champion for companion animals. Through leadership, education and proactive solutions, we are creating more compassionate communities.

Founded in 1884, KHS is one of the oldest animal welfare organizations in the nation and Kentucky's largest pet adoption agency. 

KHS reduces the number of animals in shelters through education, spay/neuter services and adoption. KHS also helps keep pets out of shelters and in their homes through proactive programs, such as affordable veterinary care, dog training classes and a free Pet Help Line, 502-509-4PET. For animals who enter the shelter, KHS provides medical assistance at our Sam Swope Pet Treatment & Lifesaving Center (TLC) on Steedly Drive. Dogs with behavioral challenges receive help at our Sam Swope Pet Retreat, which helps them become happy, healthy and ready for adoption. KHS' Equine C.A.R.E. program assists Kentucky's at-risk companion horses through adoption, gelding and education.",61-0463938,6720440.0,0.09300000000000001,0.26,0.105,0.8009999999999999,83.73,Lori Kane-Redmon,144453.0,0.021400000000000002,Lifelong Friends,Kentucky Humane Society,6677719.0,88.15,KY,"Animal Rights, Welfare, and Services",mid,5383072.4399999995,705646.2,625000.92
